"Time (s)","Load (N)","Machine Extension (mm)","Stress (MPa)","Extension from Preload (mm)","Strain","Percentage Strain","Gauge Length (mm)","Load_N","NEXYGEN_Stress_MPa","Percentage_Strain","Measured_Width_mm","Measured_Thickness_mm","Measured_Area_mm2","Recalculated_Stress_MPa","Stress_Difference_MPa","Stress_Difference_Percent","Material","Orientation","K","Sample","File"
21.7332,185.28,0.11628,23.16,0.11249,0.0044996,0.44996,25.113,185.28,23.16,0.44996,4.28433333333333,2.12266666666667,9.09421155555556,20.3733989327326,-2.78660106726741,-12.0319562489957,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
21.7572,185.47,0.11641,23.184,0.11262,0.0045048,0.45048,25.113,185.47,23.184,0.45048,4.28433333333333,2.12266666666667,9.09421155555556,20.3942913431235,-2.78970865687655,-12.0329048346987,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
21.7813,185.67,0.11654,23.208,0.11275,0.0045099,0.45099,25.113,185.67,23.208,0.45099,4.28433333333333,2.12266666666667,9.09421155555556,20.4162833540612,-2.79171664593879,-12.0291134347587,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
21.8054,185.86,0.11666,23.233,0.11288,0.004515,0.4515,25.113,185.86,23.233,0.4515,4.28433333333333,2.12266666666667,9.09421155555556,20.4371757644521,-2.79582423554793,-12.0338494191363,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
21.8295,186.05,0.11679,23.257,0.113,0.0045202,0.45202,25.113,186.05,23.257,0.45202,4.28433333333333,2.12266666666667,9.09421155555556,20.4580681748429,-2.79893182515707,-12.0347930737286,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
21.8536,186.25,0.11692,23.281,0.11313,0.0045253,0.45253,25.113,186.25,23.281,0.45253,4.28433333333333,2.12266666666667,9.09421155555556,20.4800601857807,-2.80093981421931,-12.0310116155634,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
21.8777,186.44,0.11705,23.305,0.11326,0.0045304,0.45304,25.114,186.44,23.305,0.45304,4.28433333333333,2.12266666666667,9.09421155555556,20.5009525961716,-2.80404740382845,-12.0319562489957,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
21.9018,186.64,0.11718,23.329,0.11339,0.0045356,0.45356,25.114,186.64,23.329,0.45356,4.28433333333333,2.12266666666667,9.09421155555556,20.5229446071093,-2.8060553928907,-12.028185489694,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
21.9259,186.83,0.11731,23.354,0.11352,0.0045407,0.45407,25.114,186.83,23.354,0.45407,4.28433333333333,2.12266666666667,9.09421155555556,20.5438370175002,-2.81016298249983,-12.0328979296901,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
21.95,187.02,0.11743,23.378,0.11365,0.0045459,0.45459,25.114,187.02,23.378,0.45459,4.28433333333333,2.12266666666667,9.09421155555556,20.564729427891,-2.81327057210897,-12.0338376769141,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
21.9741,187.22,0.11756,23.402,0.11377,0.004551,0.4551,25.114,187.22,23.402,0.4551,4.28433333333333,2.12266666666667,9.09421155555556,20.5867214388288,-2.81527856117122,-12.0300767505821,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
21.9982,187.41,0.11769,23.426,0.1139,0.0045561,0.45561,25.114,187.41,23.426,0.45561,4.28433333333333,2.12266666666667,9.09421155555556,20.6076138492196,-2.81838615078036,-12.0310174625645,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.0223,187.6,0.11782,23.451,0.11403,0.0045613,0.45613,25.114,187.6,23.451,0.45613,4.28433333333333,2.12266666666667,9.09421155555556,20.6285062596105,-2.82249374038949,-12.0357073915376,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.0464,187.8,0.11795,23.475,0.11416,0.0045664,0.45664,25.114,187.8,23.475,0.45664,4.28433333333333,2.12266666666667,9.09421155555556,20.6504982705483,-2.82450172945174,-12.0319562489957,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.0705,187.99,0.11808,23.499,0.11429,0.0045715,0.45715,25.115,187.99,23.499,0.45715,4.28433333333333,2.12266666666667,9.09421155555556,20.6713906809391,-2.82760931906088,-12.0328921190726,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.0946,188.19,0.1182,23.523,0.11442,0.0045767,0.45767,25.115,188.19,23.523,0.45767,4.28433333333333,2.12266666666667,9.09421155555556,20.6933826918769,-2.82961730812313,-12.029151503308,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.1187,188.38,0.11833,23.548,0.11454,0.0045818,0.45818,25.115,188.38,23.548,0.45818,4.28433333333333,2.12266666666667,9.09421155555556,20.7142751022677,-2.83372489773226,-12.0338240943276,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.1428,188.57,0.11846,23.572,0.11467,0.0045869,0.45869,25.115,188.57,23.572,0.45869,4.28433333333333,2.12266666666667,9.09421155555556,20.7351675126586,-2.8368324873414,-12.0347551643535,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.1669,188.77,0.11859,23.596,0.1148,0.0045921,0.45921,25.115,188.77,23.596,0.45921,4.28433333333333,2.12266666666667,9.09421155555556,20.7571595235963,-2.83884047640365,-12.0310242261555,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.1909,188.96,0.11872,23.62,0.11493,0.0045972,0.45972,25.115,188.96,23.62,0.45972,4.28433333333333,2.12266666666667,9.09421155555556,20.7780519339872,-2.84194806601279,-12.0319562489957,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.215,189.16,0.11885,23.644,0.11506,0.0046023,0.46023,25.115,189.16,23.644,0.46023,4.28433333333333,2.12266666666667,9.09421155555556,20.800043944925,-2.84395605507503,-12.0282357260829,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.2391,189.35,0.11898,23.669,0.11519,0.0046075,0.46075,25.115,189.35,23.669,0.46075,4.28433333333333,2.12266666666667,9.09421155555556,20.8209363553158,-2.84806364468417,-12.0328853972883,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.2632,189.54,0.1191,23.693,0.11532,0.0046126,0.46126,25.116,189.54,23.693,0.46126,4.28433333333333,2.12266666666667,9.09421155555556,20.8418287657067,-2.85117123429331,-12.0338126632056,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.2873,189.74,0.11923,23.717,0.11544,0.0046177,0.46177,25.116,189.74,23.717,0.46177,4.28433333333333,2.12266666666667,9.09421155555556,20.8638207766444,-2.85317922335555,-12.0301017133514,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.3114,189.93,0.11936,23.741,0.11557,0.0046229,0.46229,25.116,189.93,23.741,0.46229,4.28433333333333,2.12266666666667,9.09421155555556,20.8847131870353,-2.85628681296469,-12.0310299185573,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.3355,190.12,0.11949,23.766,0.1157,0.004628,0.4628,25.116,190.12,23.766,0.4628,4.28433333333333,2.12266666666667,9.09421155555556,20.9056055974262,-2.86039440257383,-12.0356576730364,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.3596,190.32,0.11962,23.79,0.11583,0.0046331,0.46331,25.116,190.32,23.79,0.46331,4.28433333333333,2.12266666666667,9.09421155555556,20.9275976083639,-2.86240239163608,-12.0319562489957,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.3837,190.51,0.11975,23.814,0.11596,0.0046383,0.46383,25.116,190.51,23.814,0.46383,4.28433333333333,2.12266666666667,9.09421155555556,20.9484900187548,-2.86550998124522,-12.0328797398388,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.4078,190.71,0.11987,23.838,0.11609,0.0046434,0.46434,25.116,190.71,23.838,0.46434,4.28433333333333,2.12266666666667,9.09421155555556,20.9704820296925,-2.86751797030746,-12.0291885657667,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.4319,190.9,0.12,23.862,0.11621,0.0046485,0.46485,25.117,190.9,23.862,0.46485,4.28433333333333,2.12266666666667,9.09421155555556,20.9913744400834,-2.8706255599166,-12.030112982636,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.456,191.09,0.12013,23.887,0.11634,0.0046537,0.46537,25.117,191.09,23.887,0.46537,4.28433333333333,2.12266666666667,9.09421155555556,21.0122668504743,-2.87473314952574,-12.034718254807,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.4801,191.29,0.12026,23.911,0.11647,0.0046588,0.46588,25.117,191.29,23.911,0.46588,4.28433333333333,2.12266666666667,9.09421155555556,21.034258861412,-2.87674113858799,-12.0310365044874,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.5042,191.48,0.12039,23.935,0.1166,0.0046639,0.46639,25.117,191.48,23.935,0.46639,4.28433333333333,2.12266666666667,9.09421155555556,21.0551512718029,-2.87984872819712,-12.0319562489957,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.5283,191.68,0.12052,23.959,0.11673,0.0046691,0.46691,25.117,191.68,23.959,0.46691,4.28433333333333,2.12266666666667,9.09421155555556,21.0771432827406,-2.88185671725937,-12.02828464151,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.5524,191.87,0.12064,23.984,0.11686,0.0046742,0.46742,25.117,191.87,23.984,0.46742,4.28433333333333,2.12266666666667,9.09421155555556,21.0980356931315,-2.88596430686851,-12.0328731940815,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.5765,192.07,0.12077,24.009,0.11698,0.0046794,0.46794,25.117,192.07,24.009,0.46794,4.28433333333333,2.12266666666667,9.09421155555556,21.1200277040692,-2.88897229593076,-12.0328722392884,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.6006,192.28,0.1209,24.035,0.11711,0.0046845,0.46845,25.117,192.28,24.035,0.46845,4.28433333333333,2.12266666666667,9.09421155555556,21.1431193155539,-2.89188068444612,-12.0319562489957,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.6246,192.49,0.12103,24.061,0.11724,0.0046896,0.46896,25.118,192.49,24.061,0.46896,4.28433333333333,2.12266666666667,9.09421155555556,21.1662109270385,-2.89478907296148,-12.0310422383171,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.6487,192.69,0.12116,24.087,0.11737,0.0046948,0.46948,25.118,192.69,24.087,0.46948,4.28433333333333,2.12266666666667,9.09421155555556,21.1882029379763,-2.89879706202373,-12.0346953212261,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.6728,192.9,0.12129,24.113,0.1175,0.0046999,0.46999,25.118,192.9,24.113,0.46999,4.28433333333333,2.12266666666667,9.09421155555556,21.2112945494609,-2.90170545053909,-12.0337803282009,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.6969,193.11,0.12141,24.138,0.11763,0.004705,0.4705,25.118,193.11,24.138,0.4705,4.28433333333333,2.12266666666667,9.09421155555556,21.2343861609456,-2.90361383905445,-12.0292229640171,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.721,193.31,0.12154,24.164,0.11775,0.0047102,0.47102,25.118,193.31,24.164,0.47102,4.28433333333333,2.12266666666667,9.09421155555556,21.2563781718833,-2.9076218281167,-12.0328663636679,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.7451,193.52,0.12167,24.19,0.11788,0.0047153,0.47153,25.118,193.52,24.19,0.47153,4.28433333333333,2.12266666666667,9.09421155555556,21.2794697833679,-2.91053021663206,-12.0319562489957,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.7692,193.73,0.1218,24.216,0.11801,0.0047204,0.47204,25.118,193.73,24.216,0.47204,4.28433333333333,2.12266666666667,9.09421155555556,21.3025613948526,-2.91343860514743,-12.0310480886498,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.7933,193.94,0.12193,24.242,0.11814,0.0047256,0.47256,25.118,193.94,24.242,0.47256,4.28433333333333,2.12266666666667,9.09421155555556,21.3256530063372,-2.91634699366278,-12.0301418763418,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.8174,194.14,0.12206,24.268,0.11827,0.0047307,0.47307,25.119,194.14,24.268,0.47307,4.28433333333333,2.12266666666667,9.09421155555556,21.347645017275,-2.92035498272504,-12.0337686777857,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.8415,194.35,0.12218,24.294,0.1184,0.0047358,0.47358,25.119,194.35,24.294,0.47358,4.28433333333333,2.12266666666667,9.09421155555556,21.3707366287596,-2.9232633712404,-12.0328614935391,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.8656,194.56,0.12231,24.32,0.11852,0.004741,0.4741,25.119,194.56,24.32,0.4741,4.28433333333333,2.12266666666667,9.09421155555556,21.3938282402442,-2.92617175975576,-12.0319562489957,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.8897,194.77,0.12244,24.346,0.11865,0.0047461,0.47461,25.119,194.77,24.346,0.47461,4.28433333333333,2.12266666666667,9.09421155555556,21.4169198517289,-2.92908014827112,-12.031052937941,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.9138,194.97,0.12257,24.372,0.11878,0.0047512,0.47512,25.119,194.97,24.372,0.47512,4.28433333333333,2.12266666666667,9.09421155555556,21.4389118626666,-2.93308813733337,-12.0346632912086,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.9379,195.18,0.1227,24.397,0.11891,0.0047564,0.47564,25.119,195.18,24.397,0.47564,4.28433333333333,2.12266666666667,9.09421155555556,21.4620034741513,-2.93499652584872,-12.030153403487,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.962,195.39,0.12283,24.423,0.11904,0.0047615,0.47615,25.119,195.39,24.423,0.47615,4.28433333333333,2.12266666666667,9.09421155555556,21.4850950856359,-2.93790491436409,-12.0292548596163,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
22.9861,195.59,0.12295,24.449,0.11917,0.0047666,0.47666,25.119,195.59,24.449,0.47666,4.28433333333333,2.12266666666667,9.09421155555556,21.5070870965737,-2.94191290342634,-12.0328557545353,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.0102,195.8,0.12308,24.475,0.11929,0.0047718,0.47718,25.12,195.8,24.475,0.47718,4.28433333333333,2.12266666666667,9.09421155555556,21.5301787080583,-2.9448212919417,-12.0319562489957,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.0343,196.01,0.12321,24.501,0.11942,0.0047769,0.47769,25.12,196.01,24.501,0.47769,4.28433333333333,2.12266666666667,9.09421155555556,21.5532703195429,-2.94772968045706,-12.0310586525328,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.0583,196.22,0.12334,24.527,0.11955,0.004782,0.4782,25.12,196.22,24.527,0.4782,4.28433333333333,2.12266666666667,9.09421155555556,21.5763619310276,-2.95063806897242,-12.0301629590754,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.0824,196.42,0.12347,24.553,0.11968,0.0047872,0.47872,25.12,196.42,24.553,0.47872,4.28433333333333,2.12266666666667,9.09421155555556,21.5983539419653,-2.95464605803467,-12.0337476399408,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.1065,196.63,0.1236,24.579,0.11981,0.0047923,0.47923,25.12,196.63,24.579,0.47923,4.28433333333333,2.12266666666667,9.09421155555556,21.62144555345,-2.95755444655003,-12.0328509969894,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.1306,196.84,0.12372,24.605,0.11994,0.0047974,0.47974,25.12,196.84,24.605,0.47974,4.28433333333333,2.12266666666667,9.09421155555556,21.6445371649346,-2.9604628350654,-12.0319562489957,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.1547,197.04,0.12385,24.631,0.12006,0.0048026,0.48026,25.12,197.04,24.631,0.48026,4.28433333333333,2.12266666666667,9.09421155555556,21.6665291758724,-2.96447082412764,-12.0355276851433,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.1788,197.25,0.12398,24.656,0.12019,0.0048077,0.48077,25.12,197.25,24.656,0.48077,4.28433333333333,2.12266666666667,9.09421155555556,21.689620787357,-2.966379212643,-12.031064295275,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.2029,197.46,0.12411,24.682,0.12032,0.0048129,0.48129,25.121,197.46,24.682,0.48129,4.28433333333333,2.12266666666667,9.09421155555556,21.7127123988416,-2.96928760115836,-12.030174220721,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.227,197.67,0.12424,24.708,0.12045,0.004818,0.4818,25.121,197.67,24.708,0.4818,4.28433333333333,2.12266666666667,9.09421155555556,21.7358040103263,-2.97219598967373,-12.0292860194015,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.2511,197.87,0.12437,24.734,0.12058,0.0048231,0.48231,25.121,197.87,24.734,0.48231,4.28433333333333,2.12266666666667,9.09421155555556,21.757796021264,-2.97620397873598,-12.0328453898924,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.2752,198.08,0.12449,24.76,0.12071,0.0048283,0.48283,25.121,198.08,24.76,0.48283,4.28433333333333,2.12266666666667,9.09421155555556,21.7808876327487,-2.97911236725134,-12.0319562489957,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.2993,198.29,0.12462,24.786,0.12083,0.0048334,0.48334,25.121,198.29,24.786,0.48334,4.28433333333333,2.12266666666667,9.09421155555556,21.8039792442333,-2.9820207557667,-12.0310689734798,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.3234,198.5,0.12475,24.812,0.12096,0.0048385,0.48385,25.121,198.5,24.812,0.48385,4.28433333333333,2.12266666666667,9.09421155555556,21.8270708557179,-2.98492914428206,-12.0301835574805,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.3475,198.7,0.12488,24.838,0.12109,0.0048437,0.48437,25.121,198.7,24.838,0.48437,4.28433333333333,2.12266666666667,9.09421155555556,21.8490628666557,-2.98893713334431,-12.0337270848873,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.3716,198.91,0.12501,24.864,0.12122,0.0048488,0.48488,25.122,198.91,24.864,0.48488,4.28433333333333,2.12266666666667,9.09421155555556,21.8721544781403,-2.99184552185967,-12.0328407410701,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.3957,199.12,0.12514,24.89,0.12135,0.0048539,0.48539,25.122,199.12,24.89,0.48539,4.28433333333333,2.12266666666667,9.09421155555556,21.895246089625,-2.99475391037503,-12.0319562489957,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.4198,199.32,0.12526,24.915,0.12148,0.0048591,0.48591,25.122,199.32,24.915,0.48591,4.28433333333333,2.12266666666667,9.09421155555556,21.9172381005627,-2.99776189943728,-12.0319562489957,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.4439,199.53,0.12539,24.941,0.1216,0.0048642,0.48642,25.122,199.53,24.941,0.48642,4.28433333333333,2.12266666666667,9.09421155555556,21.9403297120474,-3.00067028795264,-12.0310744876013,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.468,199.74,0.12552,24.967,0.12173,0.0048693,0.48693,25.122,199.74,24.967,0.48693,4.28433333333333,2.12266666666667,9.09421155555556,21.963421323532,-3.003578676468,-12.0301945626948,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.492,199.95,0.12565,24.993,0.12186,0.0048745,0.48745,25.122,199.95,24.993,0.48745,4.28433333333333,2.12266666666667,9.09421155555556,21.9865129350166,-3.00648706498336,-12.0293164685447,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.5161,200.15,0.12578,25.019,0.12199,0.0048796,0.48796,25.122,200.15,25.019,0.48796,4.28433333333333,2.12266666666667,9.09421155555556,22.0085049459544,-3.01049505404561,-12.0328352613838,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.5402,200.36,0.12591,25.045,0.12212,0.0048847,0.48847,25.122,200.36,25.045,0.48847,4.28433333333333,2.12266666666667,9.09421155555556,22.031596557439,-3.01340344256097,-12.0319562489957,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.5643,200.57,0.12604,25.071,0.12225,0.0048899,0.48899,25.123,200.57,25.071,0.48899,4.28433333333333,2.12266666666667,9.09421155555556,22.0546881689237,-3.01631183107634,-12.0310790597756,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.5884,200.77,0.12616,25.097,0.12238,0.004895,0.4895,25.123,200.77,25.097,0.4895,4.28433333333333,2.12266666666667,9.09421155555556,22.0766801798614,-3.02031982013859,-12.0345850904036,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.6125,200.98,0.12629,25.123,0.1225,0.0049001,0.49001,25.123,200.98,25.123,0.49001,4.28433333333333,2.12266666666667,9.09421155555556,22.0997717913461,-3.02322820865395,-12.0337069961945,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.6366,201.19,0.12642,25.149,0.12263,0.0049053,0.49053,25.123,201.19,25.149,0.49053,4.28433333333333,2.12266666666667,9.09421155555556,22.1228634028307,-3.02613659716931,-12.0328307176003,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.6607,201.42,0.12655,25.177,0.12276,0.0049104,0.49104,25.123,201.42,25.177,0.49104,4.28433333333333,2.12266666666667,9.09421155555556,22.1481542154091,-3.0288457845909,-12.0302092568253,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.6848,201.66,0.12668,25.207,0.12289,0.0049155,0.49155,25.123,201.66,25.207,0.49155,4.28433333333333,2.12266666666667,9.09421155555556,22.1745446285344,-3.03245537146559,-12.0302113360003,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.7089,201.89,0.12681,25.237,0.12302,0.0049207,0.49207,25.123,201.89,25.237,0.49207,4.28433333333333,2.12266666666667,9.09421155555556,22.1998354411128,-3.03716455888718,-12.034570507141,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.733,202.13,0.12693,25.266,0.12315,0.0049258,0.49258,25.123,202.13,25.266,0.49258,4.28433333333333,2.12266666666667,9.09421155555556,22.2262258542381,-3.03977414576188,-12.0310858298182,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.7571,202.37,0.12706,25.296,0.12327,0.0049309,0.49309,25.124,202.37,25.296,0.49309,4.28433333333333,2.12266666666667,9.09421155555556,22.2526162673634,-3.04338373263658,-12.0310868620991,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.7812,202.6,0.12719,25.326,0.1234,0.0049361,0.49361,25.124,202.6,25.326,0.49361,4.28433333333333,2.12266666666667,9.09421155555556,22.2779070799418,-3.04809292005816,-12.0354296772414,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.8053,202.84,0.12732,25.355,0.12353,0.0049412,0.49412,25.124,202.84,25.355,0.49412,4.28433333333333,2.12266666666667,9.09421155555556,22.3042974930671,-3.05070250693286,-12.0319562489957,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.8294,203.08,0.12745,25.385,0.12366,0.0049464,0.49464,25.124,203.08,25.385,0.49464,4.28433333333333,2.12266666666667,9.09421155555556,22.3306879061924,-3.05431209380756,-12.0319562489957,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.8535,203.32,0.12758,25.415,0.12379,0.0049515,0.49515,25.124,203.32,25.415,0.49515,4.28433333333333,2.12266666666667,9.09421155555556,22.3570783193177,-3.05792168068226,-12.0319562489957,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.8776,203.55,0.1277,25.444,0.12392,0.0049566,0.49566,25.124,203.55,25.444,0.49566,4.28433333333333,2.12266666666667,9.09421155555556,22.3823691318962,-3.06163086810384,-12.0328205789335,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.9017,203.66,0.12783,25.458,0.12404,0.0049618,0.49618,25.124,203.66,25.458,0.49618,4.28433333333333,2.12266666666667,9.09421155555556,22.3944647379119,-3.06353526208808,-12.0336839582374,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.9257,203.74,0.12796,25.467,0.12417,0.0049669,0.49669,25.124,203.74,25.467,0.49669,4.28433333333333,2.12266666666667,9.09421155555556,22.403261542287,-3.06373845771298,-12.0302291503239,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.9498,203.81,0.12809,25.477,0.1243,0.004972,0.4972,25.125,203.81,25.477,0.4972,4.28433333333333,2.12266666666667,9.09421155555556,22.4109587461152,-3.06604125388477,-12.0345458801459,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.9739,203.89,0.12822,25.486,0.12443,0.0049772,0.49772,25.125,203.89,25.486,0.49772,4.28433333333333,2.12266666666667,9.09421155555556,22.4197555504903,-3.06624444950967,-12.0310933434422,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
23.998,203.96,0.12835,25.496,0.12456,0.0049823,0.49823,25.125,203.96,25.496,0.49823,4.28433333333333,2.12266666666667,9.09421155555556,22.4274527543185,-3.06854724568145,-12.0354065174202,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
24.0221,204.04,0.12847,25.505,0.12469,0.0049874,0.49874,25.125,204.04,25.505,0.49874,4.28433333333333,2.12266666666667,9.09421155555556,22.4362495586936,-3.06875044130636,-12.0319562489957,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
24.0462,204.12,0.1286,25.514,0.12481,0.0049926,0.49926,25.125,204.12,25.514,0.49926,4.28433333333333,2.12266666666667,9.09421155555556,22.4450463630687,-3.06895363693125,-12.0285084147184,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
24.0703,204.19,0.12873,25.524,0.12494,0.0049977,0.49977,25.125,204.19,25.524,0.49977,4.28433333333333,2.12266666666667,9.09421155555556,22.452743566897,-3.07125643310304,-12.0328178698599,"CF-PETG","Flat",110,3,"CF PETG 110%_3.txt"
0.124891,-0.14408,-0.00048822,-0.01801,-0.0025564,-0.00011225,-0.011225,24.998,-0.14408,-0.01801,-0.011225,4.287,2.13,9.13131,-0.0157786779772015,0.00223132202279848,-12.3893504874985,"CF-PETG","Flat",110,4,"CF PETG 110%_4.txt"
0.149869,-0.1443,-0.0011131,-0.018037,-0.0031813,-0.00013724,-0.013724,24.998,-0.1443,-0.018037,-0.013724,4.287,2.13,9.13131,-0.0158027709058175,0.00223422909418254,-12.3869218505436,"CF-PETG","Flat",110,4,"CF PETG 110%_4.txt"
0.174847,-0.14451,-0.0013519,-0.018064,-0.0034201,-0.0001468,-0.01468,24.997,-0.14451,-0.018064,-0.01468,4.287,2.13,9.13131,-0.0158257687013145,0.00223823129868551,-12.3905629909517,"CF-PETG","Flat",110,4,"CF PETG 110%_4.txt"
0.199825,-0.14472,-0.0013205,-0.01809,-0.0033887,-0.00014554,-0.014554,24.997,-0.14472,-0.01809,-0.014554,4.287,2.13,9.13131,-0.0158487664968115,0.00224123350318848,-12.3893504874985,"CF-PETG","Flat",110,4,"CF PETG 110%_4.txt"
0.224803,-0.14494,-0.001289,-0.018117,-0.0033572,-0.00014428,-0.014428,24.997,-0.14494,-0.018117,-0.014428,4.287,2.13,9.13131,-0.0158728594254275,0.00224414057457254,-12.3869325747781,"CF-PETG","Flat",110,4,"CF PETG 110%_4.txt"
